tax_form_code,tax_form_name,legacy_return_name,description,country,region,purpose,status,effective_date,end_date,preview_image,form_master_id,form_version_id,major,minor,revision
USPRCEIBA,PR Ceiba,PRCEIBA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2536,21107209,1,0,6
USPRCIALES,PR Ciales,PRCIALES,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,821,21107209,1,0,6
USPRCIDRA,PR Cidra,PRCIDRA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,551,21107209,1,0,6
USPRCOAMO,PR Coamo,PRCOAMO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2537,21107209,1,0,6
USPRCOMERIO,PR Comerio,PRCOMERIO,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,852,21107209,1,0,6
USPRCOROZAL,USPRCOROZAL,PRCOROZAL,Generic Sales/Use Tax Return,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,1017702,21107209,1,0,6
USPRCULEBRA,PR Culebra,PRCULEBRA,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,822,21107209,1,0,6
USPRDORADO,PR Dorado,PRDORADO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2539,21107209,1,0,6
USPRFAJARDO,PR Fajardo,PRFAJARDO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,823,21107209,1,0,6
USPRFLORIDA,PR Florida,PRFLORIDA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2540,21107209,1,0,6
USPRGUANICA,PR Guanica,PRGUANICA,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,853,21107209,1,0,6
USPRGUAYAMA,PR Guayama,PRGUAYAMA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2541,21107209,1,0,6
USPRGUAYANILLA,PR Guayanilla,PRGUAYANILLA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2542,21107209,1,0,6
USPRGUAYNABO,PR Guaynabo,PRGUAYNABO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,552,21107209,1,0,6
USPRGURABO,PR Gurabo,PRGURABO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,553,21107209,1,0,6
USPRHATILLO,PR Hatillo,PRHATILLO,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,824,21107209,1,0,6
USPRHORMIGUEROS,PR Hormigueros,PRHORMIGUEROS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2543,21107209,1,0,6
USPRHUMACAO,PR Humacao,PRHUMACAO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,554,21107209,1,0,6
USPRISABELA,PR Isabela,PRISABELA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2544,21107209,1,0,6
USPRJAYUYA,PR Jayuya,PRJAYUYA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2545,21107209,1,0,6
USPRJUANADIAZ,PR Juana Diaz,PRJUANADIAZ,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2546,21107209,1,0,6
USPRJUNCOS,PR Juncos,PRJUNCOS,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,825,21107209,1,0,6
USPRLAJAS,PR Lajas,PRLAJAS,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,826,21107209,1,0,6
USPRLARES,PR Lares,PRLARES,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,827,21107209,1,0,6
USPRLASMARIAS,PR Las Marias,PRLASMARIAS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2547,21107209,1,0,6
USPRLASPIEDRAS,PR Las Piedras,PRLASPIEDRAS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,555,21107209,1,0,6
USPRLOIZA,PR Loiza,PRLOIZA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2549,21107209,1,0,6
USPRLUQUILLO,PR Luquillo,PRLUQUILLO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2550,21107209,1,0,6
USPRMANATI,PR Manati,PRMANATI,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,556,21107209,1,0,6
USPRMARICAO,PR Maricao,PRMARICAO,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,828,21107209,1,0,6
USPRMASTER,PR Master,PRMASTER,Master Form for all PR Municipalities,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2830,21107209,1,0,6
USPRMAUNABO,PR Maunabo,PRMAUNABO,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,829,21107209,1,0,6
USPRMAYAGUEZ,PR Mayaguez,PRMAYAGUEZ,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,557,21107209,1,0,6
USPRMOCA,PR Moca,PRMOCA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2551,21107209,1,0,6
USPRMOROVIS,PR Morovis,PRMOROVIS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2552,21107209,1,0,6
USPRNAGUABO,PR Naguabo,PRNAGUABO,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,830,21107209,1,0,6
USPRNARANJITO,PR Naranjito,PRNARANJITO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2553,21107209,1,0,6
USPROROCOVIS,PR Orocovis,PROROCOVIS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2554,21107209,1,0,6
USPRPATILLAS,PR Patillas,PRPATILLAS,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,831,21107209,1,0,6
USPRPENUELAS,PR Penuelas,PRPENUELAS,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,832,21107209,1,0,6
USPRPONCE,PR Ponce,PRPONCE,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,558,21107209,1,0,6
USPRPUERTORICO,PR Puerto Rico,PRPUERTORICO,Sales and Use Tax Monthly Return,US,PR,,PRODUCTION,2023-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7ec11243-267c-41f6-88f8-3ab1877e89a3.png,559,21110459,1,0,59
USPRPUERTORICOPHYSICALLOCATIONS,PR Puerto Rico Physical Locations,PRPUERTORICOPHYSICALLOCATIONS,Puerto Rico State return for taxpayers reporting municipal taxes separately (typical for taxpayers with physical presence in Puerto Rico),US,PR,,PRODUCTION,2023-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7ec11243-267c-41f6-88f8-3ab1877e89a3.png,3094,21110459,1,0,59
USPRQUEBRADILLAS,PR Quebradillas,PRQUEBRADILLAS,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,854,21107209,1,0,6
USPRRINCON,PR Rincon,PRRINCON,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,833,21107209,1,0,6
USPRRIOGRANDE,PR Rio Grande,PRRIOGRANDE,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2555,21107209,1,0,6
USPRSABANAGRANDE,PR Sabana Grande,PRSABANAGRANDE,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,855,21107209,1,0,6
USPRSALINAS,PR Salinas,PRSALINAS,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,560,21107209,1,0,6
USPRSANGERMAN,PR San German,PRSANGERMAN,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2557,21107209,1,0,6
USPRSANJUAN,PR San Juan,PRSANJUAN,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,561,21107209,1,0,6
USPRSANLORENZO,PR San Lorenzo,PRSANLORENZO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2559,21107209,1,0,6
USPRSANSEBASTIAN,PR San Sebastian,PRSANSEBASTIAN,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,856,21107209,1,0,6
USPRSANTAISABEL,PR Santa Isabel,PRSANTAISABEL,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2561,21107209,1,0,6
USPRTOAALTA,PR Toa Alta,PRTOAALTA,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,857,21107209,1,0,6
USPRTOABAJA,PR Toa Baja,PRTOABAJA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,562,21107209,1,0,6
USPRTRUJILLOALTO,PR Trujillo Alto,PRTRUJILLOALTO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,563,21107209,1,0,6
USPRUTUADO,PR Utuado,PRUTUADO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,564,21107209,1,0,6
USPRVEGAALTA,PR Vega Alta,PRVEGAALTA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,565,21107209,1,0,6
USPRVEGABAJA,PR Vega Baja,PRVEGABAJA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,566,21107209,1,0,6
USPRVIEQUES,PR Vieques,PRVIEQUES,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,859,21107209,1,0,6
USPRVILLALBA,PR Villalba,PRVILLALBA,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,567,21107209,1,0,6
USPRYABUCOA,PR Yabucoa,PRYABUCOA,Declaración de la Aportación Ciudadana sobre las Ventas,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,858,21107209,1,0,6
USPRYAUCO,PR Yauco,PRYAUCO,Declaration for the Municipal Citizen Contribution on Retail Sales,US,PR,,PRODUCTION,2017-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6aa84c6e-0319-4f68-99dc-098e5d8f292e.png,2563,21107209,1,0,6
USRISER,RI SER,RISER,SST Electronic Return,US,RI,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,568,21114188,1,0,157
USRISTR,RI STR,RISTR,Sales and Use Tax Return,US,RI,,PRODUCTION,2025-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0da52940-af6b-4b89-82d7-182bd3af3fa2.png,21018849,21113024,1,0,22
USRIT204AR,RI T204R Annual,RIT204AR,Sales and Use Tax Return - Annual Reconciliation,US,RI,,PRODUCTION,2022-01-01T00:00:00,2022-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/57a556f2-d62a-4333-821e-7859ae5c6d84.png,572,21091696,1,0,39
USRIT204M,RI T204M,RIT204M,Sales & Use Tax Return Monthly,US,RI,,PRODUCTION,2021-05-01T00:00:00,2022-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c770125d-edc5-4589-9edf-6ff43117a082.png,569,21064161,1,0,24
USRIT204Q,RI T204Q,RIT204Q,Sales & Use Tax Return Quarterly,US,RI,,PRODUCTION,2021-04-01T00:00:00,2022-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/bad88b86-6253-493b-be91-2c9c95b81baf.png,571,1052382,1,0,12
USRIT205,RIT205,RIT205,Consumer's Use Tax Return,US,RI,,PRODUCTION,2023-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6c5ef769-2c41-4a71-8440-1613b39a8fd0.png,760,21069202,1,0,5
USSCST3,SC ST3,SCST3,State Sales and Use Tax Return,US,SC,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9d51b237-186f-41a2-8114-9adfad060d0a.png,573,21114030,2,0,258
USSCST3OUTLET,SC ST3 Outlet,SCST3OUTLET,State Sales and Use Tax Return,US,SC,,PRODUCTION,2025-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9d51b237-186f-41a2-8114-9adfad060d0a.png,1013058,21114030,2,0,258
USSDCET,SD CET,SDCET,Contractors' Excise Tax Return,US,SD,,PRODUCTION,2025-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/15102cbd-aa3d-4b48-a496-a6747459220c.png,5272,21108422,1,0,21
USSDRV11STRTNMTS,SD 2032,SDRV11STRTNMTS,Sales and Use Tax Return,US,SD,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/07154834-39cc-4c5b-8126-b6fe70b0616e.png,577,21113600,1,0,175
USSDSER,SD SER,SDSER,SST Electronic Return,US,SD,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,576,21114188,1,0,157
USTNSER,TN SER,TNSER,SST Electronic Return,US,TN,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ff41e382-c720-445d-ba30-294429b4094a.png,578,21114188,1,0,157
USTNSLS450,TN SLS 450,TNSLS450,State and Local Sales and Use Tax Return,US,TN,,PRODUCTION,2026-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7e6e23af-7817-479d-b1ee-16526e1955be.png,579,21113595,1,0,462
